sample,idu,tag,same_mirna,iso,value,tools,accuracy
synthetic_100_full_0327_isomiRs.gff,4WWABg5,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%Q1,M,N,iso_5p,FN,miRge,Miss
synthetic_100_full_0327_isomiRs.gff,4WWABg5L2,M,N,iso_5p,FN,miRge,Miss
synthetic-mirbase-ready.gff,4W3ABg5,D,Y,iso_snp_central_offset,TP,bcbio,TP
sRNAbench_new.gtf,4W3ABg5,D,Y,iso_snp_central_offset,TP,sRNAbench,TP
tagMir-all.gff,4W3ABg5,D,Y,iso_snp_central_offset,TP,isomiRSEA,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQL1,D,hsa-let-7c-5p,iso_snp_central_offset,TN,miRge,CrossMap
synthetic_100_full_0327_isomiRs.gff,4W3ABg5,D,Y,iso_snp_central_offset,FN,miRge,FN
synthetic-mirbase-ready.gff,7AwhRzwQL2,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5zL2,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%g1,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzwQL1,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,7AwhRzwLL2,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,7AwhRzwL1,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,7AwhRzw%,D,Y,iso_add,FP,bcbio,FP
synthetic-mirbase-ready.gff,4WWABg5Q1,D,Y,iso_add,FP,bcbio,FP
synthetic-mirbase-ready.gff,4WWABg5@1,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5o,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%@2,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%L2,D,Y,iso_add,FP,bcbio,FP
synthetic-mirbase-ready.gff,AwhRzwQ,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzw%,D,Y,iso_add,FP,bcbio,FP
synthetic-mirbase-ready.gff,AwhRzwL,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,bwJJ5WJL,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJL,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJQ,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%%,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%Q1,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%Q,D,Y,iso_add,FN,bcbio,FN
synthetic-mirbase-ready.gff,bhJJ5WJ%@2,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,7AwhRzw%L2,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5%@1,D,Y,iso_add,TP,bcbio,TP
synthetic-mirbase-ready.gff,7AwhRzw@,M,N,iso_add,FN,bcbio,Miss
synthetic-mirbase-ready.gff,7AwhRzw%Q1,M,N,iso_add,FN,bcbio,Miss
synthetic-mirbase-ready.gff,AwhRzw%Q,M,N,iso_add,FN,bcbio,Miss
synthetic-mirbase-ready.gff,AwhRzw@,M,N,iso_add,FN,bcbio,Miss
sRNAbench_new.gtf,7AwhRzwL1,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,7AwhRzwLL2,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,7AwhRzw@,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,7AwhRzwQL2,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5zL2,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5o,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5@1,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJ%g1,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJ%@2,D,Y,iso_add,FN,sRNAbench,FN
sRNAbench_new.gtf,AwhRzwQ,D,Y,iso_add,FN,sRNAbench,FN
sRNAbench_new.gtf,AwhRzwL,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzwQL1,D,Y,iso_add,FN,sRNAbench,FN
sRNAbench_new.gtf,AwhRzw@,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJL,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJ%@2,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJ%Q1,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,bwJJ5WJL,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJQ,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,7AwhRzw%L2,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzw%Q,D,Y,iso_add,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5%@1,M,N,iso_add,FN,sRNAbench,Miss
sRNAbench_new.gtf,bhJJ5WJ%Q,M,N,iso_add,FN,sRNAbench,Miss
sRNAbench_new.gtf,7AwhRzw%Q1,M,N,iso_add,FN,sRNAbench,Miss
sRNAbench_new.gtf,bhJJ5WJ%%,M,N,iso_add,FN,sRNAbench,Miss
tagMir-all.gff,bhJJ5WJ%Q,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%%,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%Q1,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5%@1,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5%@1,D,Y,iso_add,FN,isomiRSEA,FN
tagMir-all.gff,bhJJ5WJ%@2,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%L2,D,Y,iso_add,FP,isomiRSEA,FP
tagMir-all.gff,4WWABg5zL2,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,7AwhRzwLL2,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,7AwhRzwQL2,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,7AwhRzw%L2,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJL,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJQ,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,bwJJ5WJL,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5o,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,7AwhRzw@,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5@1,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,7AwhRzwL1,D,Y,iso_add,TP,isomiRSEA,TP
tagMir-all.gff,AwhRzwQ,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJ%@2,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,7AwhRzw%Q1,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzw%Q,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJ%g1,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwQL1,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzw@,M,N,iso_add,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwL,M,N,iso_add,FN,isomiRSEA,Miss
synthetic_100_full_0327_isomiRs.gff,AwhRzwQ,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwL,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJ%g1,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQL1,D,hsa-let-7c-5p,iso_add,TP,miRge,CrossMap
synthetic_100_full_0327_isomiRs.gff,bwJJ5WJL,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5zL2,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5o,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJL,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%@2,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJ%@2,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%Q,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5%@1,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,7AwhRzwL1,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,7AwhRzw%L2,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,7AwhRzwLL2,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5@1,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw@,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,7AwhRzwQL2,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,7AwhRzw@,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw%Q,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJQ,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%%,D,Y,iso_add,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%Q1,M,N,iso_add,FN,miRge,Miss
synthetic_100_full_0327_isomiRs.gff,7AwhRzw%Q1,M,N,iso_add,FN,miRge,Miss
synthetic-mirbase-ready.gff,7AwhR0wL2,D,Y,iso_snp,TP,bcbio,TP
synthetic-mirbase-ready.gff,7AwhRzwLL2,D,Y,iso_snp,FP,bcbio,FP
synthetic-mirbase-ready.gff,4WWABg5o,D,Y,iso_snp,FP,bcbio,FP
synthetic-mirbase-ready.gff,45WABgW1,D,Y,iso_snp,TP,bcbio,TP
synthetic-mirbase-ready.gff,4W3ABg5,D,Y,iso_snp,TP,bcbio,TP
synthetic-mirbase-ready.gff,bwJJ5WJL,D,Y,iso_snp,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%Q,D,Y,iso_snp,FP,bcbio,FP
synthetic-mirbase-ready.gff,4WWABg5%@1,D,Y,iso_snp,FP,bcbio,FP
sRNAbench_new.gtf,7AwhR0wL2,D,Y,iso_snp,TP,sRNAbench,TP
sRNAbench_new.gtf,45WABgW1,D,Y,iso_snp,TP,sRNAbench,TP
sRNAbench_new.gtf,4W3ABg5,D,Y,iso_snp,TP,sRNAbench,TP
sRNAbench_new.gtf,bwJJ5WJL,D,Y,iso_snp,TP,sRNAbench,TP
tagMir-all.gff,bhJJ5WJL,D,Y,iso_snp,FP,isomiRSEA,FP
tagMir-all.gff,bwJJ5WJL,D,Y,iso_snp,TP,isomiRSEA,TP
tagMir-all.gff,7AwhRzw@,D,Y,iso_snp,FP,isomiRSEA,FP
tagMir-all.gff,7AwhR0wL2,D,Y,iso_snp,TP,isomiRSEA,TP
tagMir-all.gff,4W3ABg5,D,Y,iso_snp,TP,isomiRSEA,TP
tagMir-all.gff,45WABgW1,D,Y,iso_snp,TP,isomiRSEA,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQL1,D,hsa-let-7c-5p,iso_snp,FP,miRge,CrossMap
synthetic_100_full_0327_isomiRs.gff,bwJJ5WJL,D,Y,iso_snp,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJL,D,Y,iso_snp,FP,miRge,FP
synthetic_100_full_0327_isomiRs.gff,45WABgW1,D,Y,iso_snp,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,7AwhR0wL2,D,Y,iso_snp,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4W3ABg5,D,Y,iso_snp,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw@,D,Y,iso_snp,FP,miRge,FP
synthetic_100_full_0327_isomiRs.gff,7AwhRzw@,D,Y,iso_snp,FP,miRge,FP
synthetic-mirbase-ready.gff,7AwhR0wL2,D,Y,iso_snp_central,TP,bcbio,TP
synthetic-mirbase-ready.gff,4W3ABg5,D,Y,iso_snp_central,TP,bcbio,TP
sRNAbench_new.gtf,7AwhR0wL2,D,Y,iso_snp_central,TP,sRNAbench,TP
sRNAbench_new.gtf,4W3ABg5,D,Y,iso_snp_central,TP,sRNAbench,TP
tagMir-all.gff,7AwhR0wL2,D,Y,iso_snp_central,TP,isomiRSEA,TP
tagMir-all.gff,4W3ABg5,D,Y,iso_snp_central,TP,isomiRSEA,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQL1,D,hsa-let-7c-5p,iso_snp_central,TN,miRge,CrossMap
synthetic_100_full_0327_isomiRs.gff,bwJJ5WJL,D,Y,iso_snp_central,FP,miRge,FP
synthetic_100_full_0327_isomiRs.gff,45WABgW1,D,Y,iso_snp_central,FP,miRge,FP
synthetic_100_full_0327_isomiRs.gff,7AwhR0wL2,D,Y,iso_snp_central,FN,miRge,FN
synthetic_100_full_0327_isomiRs.gff,4W3ABg5,D,Y,iso_snp_central,TP,miRge,TP
